timestamp_s,power_w,sm_clock_mhz,utilization_pct
1779088827.046824,388.31,1335,93
1779088827.150051,409.27,1395,93
1779088827.253248,305.49,1410,91
1779088827.356443,408.66,1320,91
1779088827.459858,327.97,1395,93
1779088827.564481,374.43,1410,93
1779088827.667628,397.88,1350,91
1779088827.770877,412.97,1395,91
1779088827.874083,383.72,1410,94
1779088827.977823,408.33,1350,94
1779088828.081136,385.87,1395,94
1779088828.184301,344.91,1410,94
1779088828.287526,411.10,1335,92
1779088828.394164,353.88,1395,92
1779088828.497310,391.68,1410,95
1779088828.600445,404.35,1410,95
1779088828.703631,446.82,1335,89
1779088828.806787,369.27,1395,89
1779088828.910015,395.71,1365,90
1779088829.013218,419.72,1320,90
1779088829.117049,383.05,1395,95
1779088829.221011,335.39,1410,95
1779088829.324144,384.11,1410,90
1779088829.427281,413.67,1320,90
1779088829.530604,370.21,1395,96
1779088829.634035,349.56,1410,96
1779088829.737252,449.92,1305,89
1779088829.840503,398.15,1305,89
1779088829.944092,405.98,1305,98
1779088830.054906,388.31,1320,95
1779088830.158870,408.66,1365,95
1779088830.262109,327.03,1395,93
1779088830.365324,438.81,1320,93
1779088830.468524,401.25,1380,95
1779088830.572344,372.71,1410,95
1779088830.681360,400.92,1320,92
1779088830.784706,408.94,1395,92
1779088830.888057,361.91,1290,93
1779088830.991349,391.68,1305,93
1779088831.094648,418.18,1380,98
1779088831.197875,342.48,1410,98
1779088831.301738,388.10,1410,91
1779088831.405002,401.05,1410,91
1779088831.508161,377.30,1320,91
1779088831.611668,339.37,1350,91
1779088831.715300,385.33,1320,96
1779088831.819704,369.88,1395,96
1779088831.922743,440.08,1365,94
1779088832.026607,361.24,1365,94
1779088832.131450,387.48,1395,94
1779088832.234608,373.31,1410,94
1779088832.337727,399.50,1410,91
1779088832.440840,408.33,1320,91
1779088832.544045,372.98,1395,96
1779088832.647271,360.27,1410,96
1779088832.750438,415.07,1350,89
1779088832.853661,386.48,1365,89
1779088832.956863,409.54,1305,96
1779088833.060641,425.25,1350,96
1779088833.169814,344.63,1395,95
1779088833.273197,410.48,1335,95
1779088833.376460,375.09,1395,93
1779088833.479609,441.90,1335,93
1779088833.582833,306.10,1395,94
1779088833.686831,421.88,1320,90
1779088833.797235,343.68,1395,90
1779088833.903952,393.23,1320,88
1779088834.007267,401.86,1290,88
1779088834.110514,406.78,1380,98
1779088834.214158,313.47,1410,98
1779088834.324098,424.04,1380,90
1779088834.427248,354.49,1410,90
1779088834.553615,440.35,1320,93
1779088834.656750,345.25,1395,93
1779088834.759999,401.53,1410,92
1779088834.863722,349.84,1410,92
1779088834.966789,325.81,1410,86
1779088835.069975,379.12,1410,86
1779088835.173365,404.01,1410,87
1779088835.276549,347.07,1410,87
1779088835.379660,388.31,1410,88
1779088835.482844,399.70,1410,88
1779088835.586578,349.23,1410,90
1779088835.690746,387.76,1410,90
1779088835.793920,402.19,1410,88
1779088835.897126,342.75,1410,88
1779088836.000283,390.80,1410,88
1779088836.103481,404.35,1410,88
1779088836.206798,333.50,1410,90
1779088836.311197,384.94,1410,87
1779088836.414624,401.86,1410,87
1779088836.517802,328.58,1410,87
1779088836.621152,381.62,1410,87
1779088836.724409,398.48,1410,90
1779088836.827691,332.62,1410,90
1779088836.931053,359.38,1410,87
1779088837.034803,392.95,1410,87
1779088837.138940,413.58,1410,88
1779088837.242111,356.98,1410,88
1779088837.345248,394.17,1410,90
1779088837.448441,407.19,1410,90
1779088837.551604,355.43,1410,89
1779088837.654791,395.79,1410,89
1779088837.758271,405.23,1410,90
1779088837.862509,356.65,1410,90
1779088837.965596,392.01,1410,89
1779088838.069196,405.23,1410,89
1779088838.172369,389.25,1410,89
1779088838.275404,404.35,1410,89
1779088838.378472,338.76,1410,90
1779088838.481621,383.78,1410,90
1779088838.585268,401.65,1410,89
1779088838.688370,350.78,1410,89
1779088838.791422,366.83,1410,87
1779088838.894454,393.96,1410,87
1779088838.997620,409.54,1410,89
1779088839.100710,335.67,1410,89
1779088839.203849,370.82,1395,87
1779088839.306903,451.14,1320,87
1779088839.410755,410.81,1350,92
1779088839.516022,321.50,1395,92
1779088839.619124,374.53,1410,89
1779088839.722678,384.94,1395,89
1779088839.825742,410.81,1410,90
1779088839.929530,327.03,1395,87
1779088840.035814,371.99,1410,87
1779088840.141632,399.42,1395,90
1779088840.244738,415.74,1410,90
1779088840.347907,364.68,1320,90
1779088840.451155,327.36,1395,90
1779088840.554253,350.17,1410,90
1779088840.658045,389.64,1395,90
1779088840.762290,400.72,1410,89
1779088840.868145,319.33,1395,89
1779088840.971330,361.91,1395,86
1779088841.074565,386.26,1395,86
1779088841.177712,401.94,1410,89
1779088841.280851,319.06,1395,89
1779088841.383988,365.56,1410,87
1779088841.487852,399.09,1395,87
1779088841.596938,400.64,1395,90
1779088841.700081,365.28,1395,90
1779088841.803337,401.86,1410,87
1779088841.906438,396.60,1395,87
1779088842.009475,459.76,1350,88
1779088842.113314,314.74,1320,88
1779088842.217530,415.07,1320,91
1779088842.320816,373.31,1380,91
1779088842.424025,411.10,1395,95
1779088842.527197,351.72,1410,95
1779088842.633222,387.36,1395,89
1779088842.736428,401.86,1410,89
1779088842.840338,339.36,1395,92
1779088842.943708,373.82,1410,92
1779088843.046904,407.11,1395,89
1779088843.150525,405.84,1395,89
1779088843.253705,367.72,1410,91
1779088843.357572,395.38,1395,90
1779088843.461942,413.58,1335,90
1779088843.567980,339.98,1395,93
1779088843.671578,388.64,1395,93
1779088843.774684,404.95,1410,92
1779088843.877997,351.39,1395,92
1779088843.981404,384.71,1395,90
1779088844.084679,402.19,1395,90
1779088844.187935,355.43,1395,90
1779088844.291126,367.11,1410,90
1779088844.395035,390.13,1395,91
1779088844.502653,405.84,1410,91
1779088844.605875,341.86,1395,90
1779088844.709003,380.29,1410,90
1779088844.812283,408.66,1395,92
1779088844.915513,418.18,1395,92
1779088845.019563,350.14,1395,90
1779088845.124483,390.25,1395,90
1779088845.228305,402.80,1395,92
1779088845.331486,376.08,1395,92
1779088845.434694,413.58,1290,89
1779088845.538049,409.88,1290,89
1779088845.641255,399.70,1275,100
1779088845.744951,323.98,1395,100
1779088845.854099,408.66,1350,90
1779088845.957308,356.32,1350,90
1779088846.060745,369.00,1395,94
1779088846.164244,422.21,1305,94
1779088846.267703,319.94,1365,96
1779088846.371673,383.05,1395,96
1779088846.475488,407.72,1335,92
1779088846.578752,351.39,1395,92
1779088846.681931,403.41,1395,92
1779088846.785438,405.84,1395,91
1779088846.888648,345.25,1395,91
1779088846.992028,374.81,1395,89
1779088847.098589,407.72,1395,89
1779088847.203072,406.17,1395,92
1779088847.306248,335.05,1395,92
1779088847.409312,375.48,1410,88
1779088847.512409,405.23,1395,88
1779088847.615421,461.59,1305,93
1779088847.718485,407.39,1350,93
1779088847.821510,403.41,1320,95
1779088847.925229,403.08,1320,95
1779088848.030521,375.75,1395,95
1779088848.133929,407.72,1410,95
1779088848.237542,324.87,1335,88
1779088848.340656,422.06,1320,88
1779088848.443866,403.60,1380,97
1779088848.547121,381.56,1395,97
1779088848.650406,400.92,1395,90
1779088848.755456,406.17,1410,90
1779088848.859208,350.43,1395,88
1779088848.962365,397.55,1410,88
1779088849.065443,406.50,1395,90
1779088849.168679,343.35,1395,90
1779088849.271818,427.41,1335,89
1779088849.374938,389.52,1380,89
1779088849.478240,337.55,1410,93
1779088849.584851,370.77,1395,93
1779088849.688175,392.62,1395,87
1779088849.791402,403.08,1395,87
1779088849.894550,447.43,1290,90
1779088849.997767,406.78,1290,90
1779088850.100810,402.19,1290,97
1779088850.204011,411.70,1350,97
1779088850.307967,311.97,1395,97
1779088850.411406,358.44,1410,97
1779088850.514594,419.72,1320,87
1779088850.618145,341.26,1395,95
1779088850.721550,396.00,1395,95
1779088850.825109,406.78,1395,90
1779088850.931916,334.78,1395,90
1779088851.040898,360.27,1410,88
1779088851.144109,387.36,1395,88
1779088851.247370,403.41,1395,92
1779088851.350575,408.66,1395,92
1779088851.453775,441.12,1320,93
1779088851.557197,336.87,1395,93
1779088851.663695,392.95,1395,91
1779088851.766802,396.93,1410,91
1779088851.869914,387.98,1350,90
1779088851.973180,425.58,1320,90
1779088852.076372,341.19,1395,94
1779088852.179546,401.86,1395,94
1779088852.282714,409.27,1395,91
1779088852.386626,345.50,1395,91
1779088852.491848,433.60,1290,91
1779088852.596446,380.29,1365,91
1779088852.699624,324.54,1395,95
1779088852.802957,375.70,1395,95
1779088852.906212,397.55,1410,88
1779088853.009470,406.78,1320,88
1779088853.113339,392.62,1380,95
1779088853.217443,436.20,1320,95
1779088853.322674,369.79,1380,93
1779088853.425923,354.74,1395,93
1779088853.530371,391.62,1335,89
1779088853.633653,404.95,1305,89
1779088853.736882,308.26,1350,96
1779088853.840764,367.07,1395,96
1779088853.946443,380.84,1395,91
1779088854.050620,404.82,1350,91
1779088854.153836,415.59,1365,91
1779088854.257139,405.15,1335,93
1779088854.363789,407.92,1320,93
1779088854.467641,379.07,1395,95
1779088854.572809,410.81,1395,95
1779088854.675927,370.17,1320,91
1779088854.779054,400.04,1365,91
1779088854.882333,375.97,1395,95
1779088854.985449,350.75,1410,95
1779088855.088658,391.40,1395,89
1779088855.192165,402.46,1395,89
1779088855.298858,410.39,1395,92
1779088855.402116,355.31,1395,92
1779088855.505827,385.76,1395,90
1779088855.609753,402.46,1395,90
1779088855.713420,410.81,1395,92
1779088855.816666,344.03,1305,92
1779088855.920688,404.95,1365,94
1779088856.026486,351.36,1395,94
1779088856.131898,460.04,1350,91
1779088856.235064,412.83,1320,91
1779088856.338284,386.69,1395,96
1779088856.441492,411.01,1395,96
1779088856.547067,436.37,1305,92
1779088856.655833,401.78,1305,92
1779088856.759006,337.13,1350,98
1779088856.862195,399.63,1380,98
1779088856.965423,409.12,1395,91
1779088857.068607,438.24,1320,91
1779088857.171805,364.81,1350,94
1779088857.278670,354.10,1395,94
1779088857.381815,423.27,1320,90
1779088857.485461,410.07,1365,97
1779088857.588668,387.91,1395,97
1779088857.691989,406.09,1395,89
1779088857.797634,454.52,1320,89
1779088857.901391,405.76,1380,94
1779088858.007202,313.76,1395,94
1779088858.110472,356.53,1410,87
1779088858.213793,383.93,1350,87
1779088858.317242,418.96,1365,93
1779088858.420753,342.06,1395,93
1779088858.524201,385.15,1395,88
1779088858.628184,399.29,1395,88
1779088858.736911,406.70,1410,89
1779088858.840255,420.84,1395,89
1779088858.943473,330.06,1395,87
1779088859.046733,382.39,1335,87
1779088859.150023,414.65,1395,94
1779088859.254005,400.51,1395,94
1779088859.363861,410.68,1380,88
1779088859.467130,430.35,1320,88
1779088859.570444,386.69,1380,92
1779088859.673767,403.00,1395,92
1779088859.777197,306.68,1395,89
1779088859.881068,364.21,1395,89
1779088859.984625,423.93,1320,86
1779088860.087938,366.09,1335,86
1779088860.191364,402.05,1320,97
1779088860.294645,399.02,1395,97
1779088860.397937,411.61,1395,92
1779088860.501108,329.18,1335,92
1779088860.604263,442.05,1275,89
1779088860.707625,405.76,1335,89
1779088860.811508,406.70,1395,97
1779088860.920214,322.05,1380,88
1779088861.025857,391.29,1335,88
1779088861.129018,412.22,1365,94
1779088861.232178,321.17,1395,94
1779088861.335972,432.50,1305,92
1779088861.445549,376.20,1395,92
1779088861.549693,302.69,1395,89
1779088861.652908,359.66,1395,89
1779088861.756049,377.75,1395,87
1779088861.859326,393.16,1380,87
1779088861.963219,403.94,1395,89
1779088862.070932,421.44,1365,89
1779088862.174171,441.00,1365,92
1779088862.277534,381.78,1395,92
1779088862.380848,414.89,1395,89
1779088862.484185,318.73,1335,89
1779088862.588138,429.13,1305,91
1779088862.695196,368.52,1395,91
1779088862.798385,339.62,1395,92
1779088862.901620,376.86,1395,92
1779088863.004851,418.96,1305,87
1779088863.108185,307.00,1350,87
1779088863.211432,364.21,1395,97
1779088863.315301,385.48,1395,97
1779088863.422857,399.29,1380,87
1779088863.526267,402.05,1395,87
1779088863.629618,424.21,1305,90
1779088863.732928,327.36,1395,90
1779088863.836272,436.53,1305,92
1779088863.939991,341.78,1380,92
1779088864.044026,374.04,1380,92
1779088864.148133,414.37,1305,95
1779088864.251631,409.12,1350,95
1779088864.354889,379.29,1395,92
1779088864.458752,404.21,1395,92
1779088864.562827,435.93,1335,92
1779088864.666074,308.55,1380,92
1779088864.770119,371.61,1395,90
1779088864.875551,392.83,1395,90
1779088864.978861,456.95,1290,92
1779088865.082076,400.51,1290,92
1779088865.185491,340.58,1380,94
1779088865.288681,390.67,1395,94
1779088865.391967,405.76,1380,89
1779088865.495391,408.52,1395,89
1779088865.602222,360.27,1395,89
1779088865.705585,342.73,1395,89
1779088865.808934,379.90,1395,88
1779088865.912281,394.98,1395,88
1779088866.015603,404.54,1395,90
1779088866.118996,409.12,1395,90
1779088866.223077,441.45,1305,90
1779088866.329242,350.40,1395,90
1779088866.432662,369.13,1395,89
1779088866.536014,430.35,1350,89
1779088866.639287,405.76,1320,92
1779088866.742503,366.70,1365,92
1779088866.845797,408.52,1395,95
1779088866.949558,419.47,1395,95
1779088867.057326,339.62,1335,89
1779088867.160505,408.85,1305,89
1779088867.263683,405.76,1350,95
1779088867.367079,439.46,1335,95
1779088867.470190,306.40,1380,94
1779088867.574010,422.66,1305,94
1779088867.682695,321.17,1395,94
1779088867.786249,379.90,1395,88
1779088867.890546,396.20,1395,88
1779088867.993660,396.53,1395,90
1779088868.096832,413.16,1335,90
1779088868.200663,401.78,1305,95
1779088868.305421,386.37,1395,95
1779088868.409302,328.52,1395,88
1779088868.512900,361.17,1350,88
1779088868.616017,414.99,1305,93
1779088868.719240,353.76,1395,93
1779088868.822574,405.76,1395,90
1779088868.926391,413.16,1395,90
1779088869.031702,445.15,1275,92
1779088869.134824,400.23,1275,92
1779088869.237908,405.15,1380,97
1779088869.341233,386.97,1395,97
1779088869.444432,412.22,1335,89
1779088869.547625,436.20,1305,89
1779088869.651353,408.25,1395,95
1779088869.758147,418.96,1395,95
1779088869.862108,436.37,1320,90
1779088869.965189,363.32,1365,90
1779088870.068224,412.13,1380,93
1779088870.171340,327.30,1395,93
1779088870.274672,398.07,1380,90
1779088870.377832,403.60,1275,90
1779088870.488049,406.09,1335,95
1779088870.591291,410.39,1395,95
1779088870.694469,338.75,1395,92
1779088870.797896,432.83,1305,92
1779088870.900906,315.65,1365,91
1779088871.004287,376.86,1395,91
1779088871.110986,400.23,1395,90
1779088871.214180,464.35,1275,93
1779088871.317861,395.92,1275,93
1779088871.421259,304.24,1380,94
1779088871.524498,394.98,1395,94
1779088871.627678,384.82,1410,87
1779088871.731627,474.77,1275,87
1779088871.835319,397.74,1290,96
1779088871.939935,412.55,1380,96
1779088872.043037,413.44,1395,93
1779088872.146267,353.44,1395,93
1779088872.249376,416.20,1305,91
1779088872.352770,328.25,1380,91
1779088872.455924,388.52,1395,91
1779088872.559855,458.83,1305,91
1779088872.664254,406.97,1380,95
1779088872.767499,373.16,1395,95
1779088872.870685,384.82,1335,91
1779088872.973958,430.07,1380,91
1779088873.077327,389.13,1395,93
1779088873.180504,413.44,1350,93
1779088873.284430,431.18,1320,93
1779088873.393970,415.92,1290,93
1779088873.497346,336.87,1395,95
1779088873.600730,361.45,1395,95
1779088873.704243,392.95,1395,88
1779088873.807591,398.69,1395,88
1779088873.911344,449.46,1320,90
1779088874.016719,362.05,1365,90
1779088874.119897,407.30,1395,93
1779088874.223028,413.16,1395,93
1779088874.326266,333.78,1395,91
1779088874.429673,433.16,1305,91
1779088874.532852,403.94,1305,93
1779088874.637285,322.10,1380,95
1779088874.742489,363.60,1395,95
1779088874.848688,423.00,1320,90
1779088874.951833,313.48,1380,90
1779088875.055065,390.67,1305,93
1779088875.158302,392.22,1365,93
1779088875.261538,391.62,1350,93
1779088875.365371,410.07,1350,93
1779088875.473940,384.21,1335,93
1779088875.577661,411.89,1365,93
1779088875.681309,405.43,1290,94
1779088875.784456,405.76,1350,94
1779088875.887619,376.20,1380,93
1779088875.991531,397.14,1395,93
1779088876.096434,413.02,1395,91
1779088876.199612,317.47,1380,91
1779088876.302878,368.24,1395,87
1779088876.406042,429.02,1305,87
1779088876.509295,321.50,1395,92
1779088876.613242,375.31,1395,92
1779088876.717599,410.07,1305,88
1779088876.822976,381.17,1380,88
1779088876.926333,404.54,1380,92
1779088877.029457,444.82,1305,92
1779088877.132652,401.45,1290,92
1779088877.235844,324.87,1335,92
1779088877.339045,415.92,1365,95
1779088877.442410,394.98,1305,95
1779088877.546550,437.14,1335,94
1779088877.653979,398.69,1320,94
1779088877.757180,397.47,1305,94
1779088877.860749,367.30,1380,94
1779088877.964110,419.62,1395,95
1779088878.068048,331.01,1395,88
1779088878.171926,405.76,1305,88
1779088878.279926,404.54,1275,96
1779088878.383465,411.01,1320,96
1779088878.486640,371.95,1395,92
1779088878.589925,403.60,1395,92
1779088878.693196,411.28,1335,89
1779088878.796989,410.39,1365,89
1779088878.902220,404.82,1395,92
1779088879.005322,354.38,1380,92
1779088879.108442,436.20,1305,92
1779088879.211535,393.44,1365,92
1779088879.314662,374.37,1380,92
1779088879.417960,398.07,1395,92
1779088879.521140,450.07,1320,91
1779088879.624805,307.00,1395,91
1779088879.730077,358.69,1395,89
1779088879.833310,438.36,1290,89
1779088879.936541,402.67,1365,96
1779088880.039801,341.19,1395,96
1779088880.142933,392.83,1395,87
1779088880.246613,400.23,1395,87
1779088880.349741,317.79,1395,89
1779088880.459504,421.12,1320,89
1779088880.562671,389.73,1395,92
1779088880.665856,408.85,1395,92
1779088880.768919,424.55,1335,90
1779088880.872040,334.98,1350,90
1779088880.975287,391.89,1395,92
1779088881.079059,443.00,1335,92
1779088881.186544,355.59,1380,92
1779088881.290306,409.46,1395,92
1779088881.393417,305.79,1350,89
1779088881.496851,424.99,1305,91
1779088881.600105,379.29,1395,91
1779088881.703871,398.69,1395,89
1779088881.807206,446.25,1305,89
1779088881.910748,403.27,1305,97
1779088882.015062,383.00,1395,97
1779088882.118249,346.97,1395,89
1779088882.221550,354.12,1395,89
1779088882.324649,383.60,1365,85
1779088882.427679,412.83,1275,85
1779088882.531498,405.43,1275,100
1779088882.639057,411.89,1395,100
1779088882.742294,438.84,1290,92
1779088882.845603,406.97,1350,92
1779088882.949208,385.15,1395,95
1779088883.052906,325.75,1395,95
1779088883.157147,373.16,1395,87
1779088883.265464,394.98,1395,87
1779088883.368655,394.38,1395,90
1779088883.471880,408.85,1395,90
1779088883.575761,333.44,1305,89
1779088883.678871,343.60,1335,89
1779088883.782533,439.29,1395,94
1779088883.890539,331.28,1350,94
1779088883.993615,408.85,1305,91
1779088884.096775,327.36,1350,91
1779088884.200043,377.47,1395,95
1779088884.303502,415.32,1335,95
1779088884.407317,402.05,1395,95
1779088884.512767,336.25,1395,95
1779088884.616053,407.16,1335,88
1779088884.719702,311.00,1365,88
1779088884.823128,367.91,1395,93
1779088884.926983,449.88,1305,91
1779088885.030053,406.89,1305,91
1779088885.133849,377.47,1395,92
1779088885.239689,406.36,1395,92
1779088885.346968,445.43,1320,92
1779088885.450014,387.31,1305,92
1779088885.553114,405.15,1305,97
1779088885.656191,317.46,1395,97
1779088885.759997,380.24,1395,87
1779088885.865354,399.29,1395,87
1779088885.968526,409.74,1395,90
1779088886.071576,327.91,1350,90
1779088886.174599,427.75,1365,92
1779088886.277606,359.29,1335,92
1779088886.380631,411.89,1305,93
1779088886.483669,403.27,1380,93
1779088886.587045,403.60,1335,92
1779088886.691729,421.44,1335,92
1779088886.796110,399.29,1380,97
1779088886.899277,391.62,1395,97
1779088887.002393,364.21,1305,90
1779088887.106045,400.84,1320,90
1779088887.210082,312.83,1365,97
1779088887.313229,421.78,1335,97
1779088887.416929,374.37,1365,93
1779088887.520795,403.80,1395,93
1779088887.624452,443.15,1320,88
1779088887.727524,381.17,1380,88
1779088887.830770,325.75,1395,92
1779088887.933898,403.80,1365,92
1779088888.037088,351.94,1365,90
1779088888.140271,403.00,1395,90
1779088888.244198,418.68,1395,91
1779088888.348353,347.31,1395,91
1779088888.451707,427.75,1320,88
1779088888.554897,354.71,1380,88
1779088888.658084,404.54,1395,92
1779088888.761788,375.92,1395,90
1779088888.864910,379.02,1320,90
1779088888.968012,406.36,1305,92
1779088889.071892,375.31,1395,92
1779088889.178339,443.76,1320,92
1779088889.283849,294.71,1395,92
1779088889.387030,368.52,1395,89
1779088889.490281,395.31,1395,89
1779088889.593481,406.09,1335,89
1779088889.697226,413.16,1380,89
1779088889.803141,315.32,1395,91
1779088889.906672,371.01,1320,91
1779088890.009887,410.86,1365,91
1779088890.113082,392.22,1320,91
1779088890.216277,323.60,1380,90
1779088890.319381,377.14,1350,90
1779088890.429327,411.61,1365,95
1779088890.532452,291.33,1395,95
1779088890.635531,386.37,1305,87
1779088890.738648,413.62,1305,87
1779088890.842241,398.36,1395,97
1779088890.945426,413.62,1305,97
1779088891.048472,372.22,1380,93
1779088891.152260,403.27,1395,93
1779088891.258339,354.10,1395,92
1779088891.361474,461.92,1305,92
1779088891.464590,398.69,1275,92
1779088891.567667,396.87,1275,92
1779088891.670720,407.30,1275,100
1779088891.773791,362.39,1335,100
1779088891.877532,399.90,1305,97
1779088891.987402,405.76,1320,97
1779088892.095664,374.04,1395,95
1779088892.198810,413.62,1395,92
1779088892.302800,363.60,1395,92
1779088892.410726,391.00,1395,90
1779088892.514050,408.10,1395,90
1779088892.617263,347.63,1395,91
1779088892.720504,393.44,1395,91
1779088892.823609,452.37,1305,93
1779088892.927357,362.66,1335,93
1779088893.033391,418.35,1350,93
1779088893.136528,430.24,1275,93
1779088893.239613,402.05,1335,98
1779088893.342736,374.37,1305,98
1779088893.448075,409.74,1380,92
1779088893.551208,314.10,1350,92
1779088893.654578,420.41,1365,93
1779088893.764380,357.14,1320,93
1779088893.867493,418.35,1380,92
1779088893.971275,372.55,1395,92
1779088894.074308,329.79,1305,92
1779088894.177353,376.53,1395,92
1779088894.280390,425.15,1305,92
1779088894.384168,363.32,1365,92
1779088894.488187,341.78,1395,93
1779088894.592942,416.81,1320,93
1779088894.696221,403.00,1395,93
1779088894.799525,361.45,1395,93
1779088894.902825,396.53,1395,89
1779088895.006130,408.25,1395,89
1779088895.109507,364.81,1380,92
1779088895.213295,396.87,1395,92
1779088895.317847,403.60,1395,90
1779088895.420947,360.51,1395,90
1779088895.524220,398.36,1395,90
1779088895.627388,407.92,1395,91
1779088895.730535,358.44,1395,91
1779088895.833688,392.83,1395,89
1779088895.936989,405.15,1395,89
1779088896.044291,337.47,1395,92
1779088896.147464,388.52,1395,92
1779088896.250602,401.45,1395,89
1779088896.353806,409.46,1395,89
1779088896.460833,348.85,1395,87
1779088896.564567,373.77,1395,87
1779088896.669684,408.43,1395,90
1779088896.773229,414.99,1395,90
1779088896.876859,357.74,1395,88
1779088896.980355,390.67,1395,88
1779088897.083524,404.82,1395,90
1779088897.186651,356.86,1395,90
1779088897.290364,366.09,1395,88
1779088897.396078,394.98,1395,88
1779088897.499238,405.43,1395,90
1779088897.602513,336.87,1395,90
1779088897.706439,375.59,1395,88
1779088897.809492,408.85,1395,88
1779088897.912496,323.65,1395,90
1779088898.015643,378.35,1395,90
1779088898.122137,398.36,1395,88
1779088898.225323,410.07,1395,88
1779088898.328626,321.50,1395,90
1779088898.431898,368.24,1395,90
1779088898.535288,393.16,1395,86
1779088898.638576,407.92,1395,86
1779088898.742457,417.14,1395,89
1779088898.846867,330.39,1395,89
1779088898.950195,382.39,1395,88
1779088899.054018,396.87,1395,88
1779088899.157276,407.30,1395,88
1779088899.260510,379.90,1395,88
1779088899.363726,355.31,1395,88
1779088899.467010,388.52,1395,87
1779088899.571312,398.88,1395,87
1779088899.675697,411.80,1395,90
1779088899.778990,337.13,1395,90
1779088899.882304,382.39,1395,87
1779088899.985537,394.98,1395,87
1779088900.088707,402.86,1380,90
1779088900.191909,324.54,1395,90
1779088900.295241,374.99,1395,88
1779088900.401783,396.20,1395,88
1779088900.505137,405.95,1395,90
1779088900.608532,366.09,1395,90
1779088900.711889,359.29,1395,87
1779088900.815285,389.13,1395,87
1779088900.919713,403.94,1395,90
1779088901.023583,420.24,1395,90
1779088901.128048,350.40,1395,88
1779088901.231383,382.66,1395,88
1779088901.335204,402.67,1395,89
1779088901.438368,341.17,1380,89
1779088901.541610,388.52,1395,89
1779088901.644722,402.39,1395,89
1779088901.747897,408.52,1395,90
1779088901.854430,350.40,1395,90
1779088901.957646,386.69,1395,89
1779088902.060827,400.23,1395,89
1779088902.163989,408.52,1395,89
1779088902.267197,342.06,1395,89
1779088902.370334,384.21,1395,89
1779088902.473525,403.19,1395,89
1779088902.580139,407.16,1395,89
1779088902.683846,339.29,1395,90
1779088902.787009,377.09,1395,90
1779088902.890180,398.88,1395,88
1779088902.993398,407.30,1395,88
1779088903.096563,352.55,1395,90
1779088903.200795,383.33,1395,90
1779088903.305672,396.87,1395,89
1779088903.408845,406.70,1395,89
1779088903.511987,345.76,1395,89
1779088903.615195,371.01,1395,89
1779088903.718381,397.74,1395,88
1779088903.821558,406.09,1395,88
1779088903.924949,341.44,1395,90
1779088904.031435,380.78,1395,90
1779088904.134674,400.51,1395,88
1779088904.237889,407.50,1395,88
1779088904.345145,355.59,1395,90
1779088904.448554,374.71,1395,90
1779088904.552589,397.34,1395,89
1779088904.655793,408.10,1395,89
1779088904.759256,357.47,1395,90
1779088904.863385,383.93,1410,90
1779088904.967196,409.46,1395,89
1779088905.070779,343.93,1395,89
1779088905.173964,380.84,1395,90
1779088905.277864,402.67,1410,90
1779088905.382431,405.43,1395,88
1779088905.485709,311.61,1395,88
1779088905.588868,338.41,1410,88
1779088905.692119,388.52,1395,88
1779088905.795361,399.63,1395,87
1779088905.898713,333.15,1395,87
1779088906.002501,373.16,1395,91
1779088906.108780,395.92,1395,88
1779088906.212047,400.23,1395,88
1779088906.315244,343.60,1395,90
1779088906.418577,383.60,1395,90
1779088906.521909,396.53,1395,89
1779088906.625351,392.22,1395,89
1779088906.729330,362.39,1395,88
1779088906.835483,392.22,1395,88
1779088906.938668,395.31,1410,90
1779088907.041912,339.02,1395,90
1779088907.145423,367.91,1395,88
1779088907.248770,396.20,1395,88
1779088907.352059,403.60,1395,91
1779088907.456110,347.63,1395,91
1779088907.560424,385.76,1395,90
1779088907.663727,399.29,1410,90
1779088907.767176,336.25,1395,91
1779088907.870515,371.61,1395,91
1779088907.973941,398.36,1395,88
1779088908.077356,412.83,1395,88
1779088908.181210,355.92,1395,88
1779088908.286368,390.67,1395,88
1779088908.390155,400.23,1395,91
1779088908.493634,378.35,1395,91
1779088908.596673,402.39,1410,89
1779088908.699728,340.23,1395,89
1779088908.802811,377.09,1395,90
1779088908.905958,403.80,1410,90
1779088909.015746,347.63,1395,89
1779088909.118901,386.69,1395,89
1779088909.222083,404.21,1395,89
1779088909.325207,358.69,1410,89
1779088909.428401,394.38,1395,89
1779088909.532285,401.45,1395,89
1779088909.637020,368.85,1395,91
1779088909.740164,410.86,1410,89
1779088909.843335,324.54,1395,89
1779088909.946559,384.82,1395,89
1779088910.049740,402.39,1410,89
1779088910.159245,350.67,1395,90
1779088910.262477,383.60,1395,90
1779088910.365640,402.67,1395,90
1779088910.468725,360.51,1410,90
1779088910.571878,398.69,1395,89
1779088910.675211,372.22,1395,89
1779088910.778319,372.22,1410,89
1779088910.882078,409.98,1410,89
1779088910.987118,350.40,1395,91
1779088911.090286,386.30,1395,91
1779088911.193336,401.04,1410,90
1779088911.296424,371.23,1410,90
1779088911.401464,411.19,1410,89
1779088911.504666,348.50,1395,89
1779088911.608367,382.00,1410,90
1779088911.711424,403.52,1410,90
1779088911.815117,367.26,1410,89
1779088911.918823,367.87,1395,89
1779088912.021797,385.97,1410,91
1779088912.124742,408.10,1410,91
1779088912.227726,360.47,1410,90
